ISSN,DOI,authors,year,title,journal,URL,citations,year_for_citations_by_year,citations_per_year,more_than_30_citations_per_year,psych_study_on_human_participants
1050-8392,10.1111/j.1532-7795.2008.00568.x,Neblett; White; Ford; Philip; Nguyên; Sellers,2008,Patterns of Racial Socialization and Psychological Adjustment: Can Parental Communications About Race Reduce the Impact of Racial Discrimination?,Journal of Research on Adolescence,https://doi.org/10.1111/j.1532-7795.2008.00568.x,197,2008,11.59,FALSE,NA
1050-8392,10.1111/jora.12374,Jernigan; Brown; Dowling,2018,The Adolescent Brain Cognitive Development Study,Journal of Research on Adolescence,https://doi.org/10.1111/jora.12374,122,2018,17.43,FALSE,NA
1050-8392,10.1111/jora.12513,NA,2020,Issue Information,Journal of Research on Adolescence,https://doi.org/10.1111/jora.12513,1,2020,0.2,FALSE,NA
1050-8392,10.1111/jora.12793,Muñiz; Marshall,2022,"White Kids on the Block: On Race, Identity and Criminality Among Incarcerated White Youth",Journal of Research on Adolescence,https://doi.org/10.1111/jora.12793,3,2022,1,FALSE,NA
1050-8392,10.1111/jora.12484,Siennick; Picon,2020,Adolescent Internalizing Symptoms and the “Tightknittedness” of Friendship Groups,Journal of Research on Adolescence,https://doi.org/10.1111/jora.12484,0,2020,0,FALSE,NA
1050-8392,10.1111/jora.12346,Farrell; Goncy; Sullivan; Thompson,2018,"Victimization, Aggression, and Other Problem Behaviors: Trajectories of Change Within and Across Middle School Grades",Journal of Research on Adolescence,https://doi.org/10.1111/jora.12346,10,2018,1.43,FALSE,NA
0090-502X,10.3758/mc.37.3.316,Toppino; Fearnow-Kenney; Kiepert; Teremula,2009,The spacing effect in intentional and incidental free recall by children and adults: Limits on the automaticity hypothesis,Memory and Cognition,https://doi.org/10.3758/mc.37.3.316,17,2009,1.06,FALSE,NA
0090-502X,10.3758/s13421-018-0842-4,Tullis,2018,Predicting others’ knowledge: Knowledge estimation as cue utilization,Memory and Cognition,https://doi.org/10.3758/s13421-018-0842-4,15,2018,2.14,FALSE,NA
0090-502X,10.3758/s13421-019-00972-y,Levering; Conaway; Kurtz,2020,Revisiting the linear separability constraint: New implications for theories of human category learning,Memory and Cognition,https://doi.org/10.3758/s13421-019-00972-y,9,2020,1.8,FALSE,NA
0090-502X,10.3758/s13421-023-01460-0,Garofalo; Gherri; Riggio,2024,Syntax matters in shaping sensorimotor activation driven by nouns,Memory and Cognition,https://doi.org/10.3758/s13421-023-01460-0,0,2024,0,FALSE,NA
0090-502X,10.3758/s13421-011-0088-x,Meilinger; Berthoz; Wiener,2011,The integration of spatial information across different viewpoints,Memory and Cognition,https://doi.org/10.3758/s13421-011-0088-x,29,2011,2.07,FALSE,NA
0090-502X,10.3758/s13421-019-00952-2,Bateman; Thompson; Birney,2019,Validating the relation-monitoring task as a measure of relational integration and predictor of fluid intelligence,Memory and Cognition,https://doi.org/10.3758/s13421-019-00952-2,8,2019,1.33,FALSE,NA
0090-502X,10.3758/s13421-012-0279-0,Turk; Brady-van den Bos; Collard; Gillespie-Smith; Conway; Cunningham,2013,Divided attention selectively impairs memory for self-relevant information,Memory and Cognition,https://doi.org/10.3758/s13421-012-0279-0,35,2013,2.92,FALSE,NA
0090-502X,10.3758/s13421-014-0441-y,Mullaney; Carpenter; Grotenhuis; Burianek,2014,Waiting for feedback helps if you want to know the answer: the role of curiosity in the delay-of-feedback benefit,Memory and Cognition,https://doi.org/10.3758/s13421-014-0441-y,30,2014,2.73,FALSE,NA
0090-502X,10.3758/s13421-012-0272-7,Birnbaum; Kornell; Bjork; Bjork,2013,Why interleaving enhances inductive learning: The roles of discrimination and retrieval,Memory and Cognition,https://doi.org/10.3758/s13421-012-0272-7,151,2013,12.58,FALSE,NA
0090-502X,10.3758/s13421-021-01169-y,Whatley; Castel,2022,The role of metacognition and schematic support in younger and older adults' episodic memory,Memory and Cognition,https://doi.org/10.3758/s13421-021-01169-y,7,2022,2.33,FALSE,NA
2397-3374,10.1038/s41562-022-01295-w,Moodley,2022,Vaccine inequity is unethical,Nature Human Behaviour,https://doi.org/10.1038/s41562-022-01295-w,7,2022,2.33,FALSE,NA
2397-3374,10.1038/s41562-021-01159-9,Osiurak; Lasserre; Arbanti; Brogniart; Bluet; Navarro; Reynaud,2021,Technical reasoning is important for cumulative technological culture,Nature Human Behaviour,https://doi.org/10.1038/s41562-021-01159-9,20,2021,5,FALSE,NA
2397-3374,10.1038/s41562-024-01847-2,Lin,2024,How to write effective prompts for large language models,Nature Human Behaviour,https://doi.org/10.1038/s41562-024-01847-2,15,2024,15,FALSE,NA
2397-3374,10.1038/s41562-023-01711-9,Kundu,2023,Measuring trustworthiness is crucial for medical AI tools,Nature Human Behaviour,https://doi.org/10.1038/s41562-023-01711-9,2,2023,1,FALSE,NA
2397-3374,10.1038/s41562-024-01983-9,Zheng; Yebra; Schjetnan; Patel; Katz; Kyzar; Mosher; Kalia; Chung; Reed; Valiante; Mamelak; Kreiman; Rutishauser,2024,Theta phase precession supports memory formation and retrieval of naturalistic experience in humans,Nature Human Behaviour,https://doi.org/10.1038/s41562-024-01983-9,0,2024,0,FALSE,NA
2397-3374,10.1038/s41562-021-01189-3,Qi; Zhang; Zhang; Takana; Pan; Yin; Liu; Liu; Gao; He; Zhou,2021,Short- and medium-term impacts of strict anti-contagion policies on non-COVID-19 mortality in China,Nature Human Behaviour,https://doi.org/10.1038/s41562-021-01189-3,41,2021,10.25,FALSE,NA
2397-3374,10.1038/s41562-018-0418-0,Kline; Seltzer; Lukinova; Bynum,2018,Differentiated responsibilities and prosocial behaviour in climate change mitigation,Nature Human Behaviour,https://doi.org/10.1038/s41562-018-0418-0,19,2018,2.71,FALSE,NA
2397-3374,10.1038/s41562-024-01981-x,Khofi,2024,Period poverty is a continuing global challenge,Nature Human Behaviour,https://doi.org/10.1038/s41562-024-01981-x,0,2024,0,FALSE,NA
2397-3374,10.1038/s41562-023-01578-w,NA,2023,Social integration of refugee adolescents is encouraged by diversity,Nature Human Behaviour,https://doi.org/10.1038/s41562-023-01578-w,0,2023,0,FALSE,NA
2397-3374,10.1038/s41562-021-01196-4,Yang; Holtz; Jaffe; Suri; Sinha; Weston; Joyce; Shah; Sherman; Hecht; Teevan,2021,The effects of remote work on collaboration among information workers,Nature Human Behaviour,https://doi.org/10.1038/s41562-021-01196-4,345,2021,86.25,TRUE,NA
0749-5978,10.1016/j.obhdp.2006.11.002,Branzei; Vertinsky; Camp,2007,Culture-contingent signs of trust in emergent relationships,Organizational Behavior and Human Decision Processes,https://doi.org/10.1016/j.obhdp.2006.11.002,85,2007,4.72,FALSE,NA
0749-5978,10.1016/j.obhdp.2006.04.009,Bond; Carlson; Meloy; Russo; Tanner,2007,Information distortion in the evaluation of a single option,Organizational Behavior and Human Decision Processes,https://doi.org/10.1016/j.obhdp.2006.04.009,58,2007,3.22,FALSE,NA
0749-5978,10.1016/j.obhdp.2021.04.010,Hur; Lee-Yoon; Whillans,2021,Are they useful? The effects of performance incentives on the prioritization of work versus personal ties,Organizational Behavior and Human Decision Processes,https://doi.org/10.1016/j.obhdp.2021.04.010,7,2021,1.75,FALSE,NA
0749-5978,10.1016/j.obhdp.2019.12.005,Berman; Bhattacharjee; Small; Zauberman,2020,Passing the buck to the wealthier: Reference-dependent standards of generosity,Organizational Behavior and Human Decision Processes,https://doi.org/10.1016/j.obhdp.2019.12.005,14,2020,2.8,FALSE,NA
0749-5978,10.1016/j.obhdp.2015.05.002,Savani; King,2015,Perceiving outcomes as determined by external forces: The role of event construal in attenuating the outcome bias,Organizational Behavior and Human Decision Processes,https://doi.org/10.1016/j.obhdp.2015.05.002,24,2015,2.4,FALSE,NA
0749-5978,10.1016/j.obhdp.2015.03.006,Whitson; Wang; See; Baker; Murnighan,2015,"How, when, and why recipients and observers reward good deeds and punish bad deeds",Organizational Behavior and Human Decision Processes,https://doi.org/10.1016/j.obhdp.2015.03.006,17,2015,1.7,FALSE,NA
0749-5978,10.1016/j.obhdp.2024.104366,Mochon; Schwartz,2024,The confrontation effect: When users engage more with ideology-inconsistent content online,Organizational Behavior and Human Decision Processes,https://doi.org/10.1016/j.obhdp.2024.104366,0,2024,0,FALSE,NA
0749-5978,10.1016/j.obhdp.2009.01.004,De Cremer; Dijk,2009,Paying for sanctions in social dilemmas: The effects of endowment asymmetry and accountability,Organizational Behavior and Human Decision Processes,https://doi.org/10.1016/j.obhdp.2009.01.004,33,2009,2.06,FALSE,NA
0749-5978,10.1016/j.obhdp.2021.02.002,Yu; Berg; Zlatev,2021,Emotional acknowledgment: How verbalizing others’ emotions fosters interpersonal trust,Organizational Behavior and Human Decision Processes,https://doi.org/10.1016/j.obhdp.2021.02.002,19,2021,4.75,FALSE,NA
0749-5978,10.1016/j.obhdp.2020.07.005,Spiller; Ariely,2020,How does the perceived value of a medium of exchange depend on its set of possible uses?,Organizational Behavior and Human Decision Processes,https://doi.org/10.1016/j.obhdp.2020.07.005,2,2020,0.4,FALSE,NA
0146-1672,10.1177/01461672221099709,Verkuyten; Adelman; Yogeeswaran,2023,Intolerance of Transgressive Protest Actions: The Differential Roles of Deontological and Utilitarian Morality,Personality and Social Psychology Bulletin,https://doi.org/10.1177/01461672221099709,3,2023,1.5,FALSE,NA
0146-1672,10.1177/0146167207310022,Ford; Boxer; Armstrong; Edel,2008,More Than “Just a Joke”: The Prejudice-Releasing Function of Sexist Humor,Personality and Social Psychology Bulletin,https://doi.org/10.1177/0146167207310022,116,2008,6.82,FALSE,NA
0146-1672,10.1177/01461672241305687,Puntiroli; Kandul; Bezençon; Lanz,2025,Seeing Through the Fog: The Ability to Resolve Ambiguity Reduces Dishonesty,Personality and Social Psychology Bulletin,https://doi.org/10.1177/01461672241305687,0,2024,0,FALSE,NA
0146-1672,10.1177/0146167214554957,Helzer; Furr; Hawkins; Barranti; Blackie; Fleeson,2014,Agreement on the Perception of Moral Character,Personality and Social Psychology Bulletin,https://doi.org/10.1177/0146167214554957,45,2014,4.09,FALSE,NA
0146-1672,10.1177/01461672241247481,Toyama; Nagamine; Tang,2024,Mental Contrasting Strategies Promote the Pursuit of Difficult Goals: Japanese Cultural Context,Personality and Social Psychology Bulletin,https://doi.org/10.1177/01461672241247481,0,2024,0,FALSE,NA
0146-1672,10.1177/0146167214552792,Sagioglou; Greitemeyer,2014,Bitter Taste Causes Hostility,Personality and Social Psychology Bulletin,https://doi.org/10.1177/0146167214552792,32,2014,2.91,FALSE,NA
0146-1672,10.1177/0146167218759288,Sanchez; Chaney; Manuel; Remedios,2018,Theory of Prejudice and American Identity Threat Transfer for Latino and Asian Americans,Personality and Social Psychology Bulletin,https://doi.org/10.1177/0146167218759288,27,2018,3.86,FALSE,NA
0146-1672,10.1177/0146167218798821,Anderson; Allen; Plante; Quigley-McBride; Lovett; Rokkum,2019,The MTurkification of Social and Personality Psychology,Personality and Social Psychology Bulletin,https://doi.org/10.1177/0146167218798821,80,2019,13.33,FALSE,NA
0146-1672,10.1177/0146167213510746,SimanTov-Nachlieli; Shnabel,2014,Feeling Both Victim and Perpetrator,Personality and Social Psychology Bulletin,https://doi.org/10.1177/0146167213510746,52,2014,4.73,FALSE,NA
0146-1672,10.1177/0146167210384710,Winterich; Han; Lerner,2010,"Now That I’m Sad, It’s Hard to Be Mad: The Role of Cognitive Appraisals in Emotional Blunting",Personality and Social Psychology Bulletin,https://doi.org/10.1177/0146167210384710,41,2010,2.73,FALSE,NA
0031-5826,10.1111/j.1744-6570.2008.00126_6.x,NA,2008,The Leadership Advantage: How The Best Companies Are Developing Their Talent to Pave the Way for Future Success by Robert M. Fulmer and Jared L. Bleak,Personnel Psychology,https://doi.org/10.1111/j.1744-6570.2008.00126_6.x,0,2008,0,FALSE,NA
0031-5826,10.1111/peps.12195,Morrow,2016,"Shaul Oreg and Jacob Goldenberg. Resistance to Innovation: Its Sources and Manifestations. Chicago, IL: The University of Chicago Press, 2015, 205 pages, $45.00 hardcover.",Personnel Psychology,https://doi.org/10.1111/peps.12195,0,2016,0,FALSE,NA
0031-5826,10.1111/peps.12078,Derous; Ryan; Serlie,2015,Double Jeopardy Upon Resumé Screening: When Achmed Is Less Employable Than Aïsha,Personnel Psychology,https://doi.org/10.1111/peps.12078,62,2015,6.2,FALSE,NA
0031-5826,10.1111/peps.12225,Finkelstein; Costanza; Goodwin,2018,Do your high potentials have potential? The impact of individual differences and designation on leader success,Personnel Psychology,https://doi.org/10.1111/peps.12225,37,2018,5.29,FALSE,NA
0031-5826,10.1111/peps.12088_2,Ezzedeen,2014,"Lillian TurnerdeTormes Eby and Tammy D.Allen (Eds.). Personal Relationships: The Effect on Employee Attitudes, Behavior, and Well‐Being. New York, NY: Routledge, 2012, 501 pages, $85.00 hardcover.",Personnel Psychology,https://doi.org/10.1111/peps.12088_2,0,2014,0,FALSE,NA
0031-5826,10.1111/j.1744-6570.2007.00081_9.x,NA,2007,The Fox in the Henhouse: How Privatization Threatens Democracy,Personnel Psychology,https://doi.org/10.1111/j.1744-6570.2007.00081_9.x,0,2007,0,FALSE,NA
0031-5826,10.1111/j.1744-6570.2010.01174.x,RAMASWAMI; DREHER; BRETZ; WIETHOFF,2010,"GENDER, MENTORING, AND CAREER SUCCESS: THE IMPORTANCE OF ORGANIZATIONAL CONTEXT",Personnel Psychology,https://doi.org/10.1111/j.1744-6570.2010.01174.x,124,2010,8.27,FALSE,NA
0031-5826,10.1111/j.1744-6570.2007.00080.x,LeBRETON; HARGIS; GRIEPENTROG; OSWALD; PLOYHART,2007,A MULTIDIMENSIONAL APPROACH FOR EVALUATING VARIABLES IN ORGANIZATIONAL RESEARCH AND PRACTICE,Personnel Psychology,https://doi.org/10.1111/j.1744-6570.2007.00080.x,147,2007,8.17,FALSE,NA
0031-5826,10.1111/j.1744-6570.2011.01227_2.x,NA,2011,Special Issue Call for Papers: The Global Context and People at Work,Personnel Psychology,https://doi.org/10.1111/j.1744-6570.2011.01227_2.x,0,2011,0,FALSE,NA
0031-5826,10.1111/peps.12611,Stevenson; Guarana; Lee; Conder; Arvate; Bonani,2024,Entrepreneurial identity and entrepreneurial action: A within‐person field study,Personnel Psychology,https://doi.org/10.1111/peps.12611,6,2024,6,FALSE,NA
0956-7976,10.1177/09567976211048485,Taylor; Hilchey; Weidler; Pratt,2022,Eliminating the Low-Prevalence Effect in Visual Search With a Remarkably Simple Strategy,Psychological Science,https://doi.org/10.1177/09567976211048485,2,2022,0.67,FALSE,NA
0956-7976,10.1111/j.1467-9280.2008.02063.x,Krendl; Richeson; Kelley; Heatherton,2008,The Negative Consequences of Threat,Psychological Science,https://doi.org/10.1111/j.1467-9280.2008.02063.x,105,2008,6.18,FALSE,NA
0956-7976,10.1111/j.1467-9280.2009.02275.x,Mather; Gorlick; Lighthall,2009,To Brake or Accelerate When the Light Turns Yellow?,Psychological Science,https://doi.org/10.1111/j.1467-9280.2009.02275.x,46,2009,2.88,FALSE,NA
0956-7976,10.1111/j.1467-9280.2008.02192.x,Intraub; Dickinson,2008,False Memory 1/20th of a Second Later,Psychological Science,https://doi.org/10.1111/j.1467-9280.2008.02192.x,55,2008,3.24,FALSE,NA
0956-7976,10.1177/0956797617697739,Peng; Thurman; Lu,2017,Causal Action: A Fundamental Constraint on Perception and Inference About Body Movements,Psychological Science,https://doi.org/10.1177/0956797617697739,8,2017,1,FALSE,NA
0956-7976,10.1177/0956797611429134,Young; Wu; Menon,2012,The Neurodevelopmental Basis of Math Anxiety,Psychological Science,https://doi.org/10.1177/0956797611429134,203,2012,15.62,FALSE,NA
0956-7976,10.1177/0956797612441217,Brewer; Weber; Wootton; Lindsay,2012,Identifying the Bad Guy in a Lineup Using Confidence Judgments Under Deadline Pressure,Psychological Science,https://doi.org/10.1177/0956797612441217,26,2012,2,FALSE,NA
0956-7976,10.1177/0956797619893062,Tello; Harika-Germaneau; Serra; Jaafari; Chatard,2020,Forecasting a Fatal Decision: Direct Replication of the Predictive Validity of the Suicide–Implicit Association Test,Psychological Science,https://doi.org/10.1177/0956797619893062,38,2020,7.6,FALSE,NA
0956-7976,10.1177/0956797615598739,Proudfoot; Kay; Koval,2015,A Gender Bias in the Attribution of Creativity,Psychological Science,https://doi.org/10.1177/0956797615598739,121,2015,12.1,FALSE,NA
0956-7976,10.1177/0956797615586796,Bornstein; Putnick; Cote; Haynes; Suwalsky,2015,Mother-Infant Contingent Vocalizations in 11 Countries,Psychological Science,https://doi.org/10.1177/0956797615586796,79,2015,7.9,FALSE,NA
0882-7974,10.1037/pag0000104.supp,NA,2016,Supplemental Material for Time Perspective and Social Preference in Older and Younger Adults: Effects of Self-Regulatory Fatigue,Psychology and Aging,https://doi.org/10.1037/pag0000104.supp,0,2016,0,FALSE,NA
1939-1498,10.1037/a0018199,Noftle; Fleeson,2010,"Age differences in big five behavior averages and variabilities across the adult life span: Moving beyond retrospective, global summary accounts of personality.",Psychology and Aging,https://doi.org/10.1037/a0018199,77,2010,5.13,FALSE,NA
1939-1498,10.1037/a0028504,Thomas; Bonura; Taylor,2012,The influence of semantic relationships on older adult map memory.,Psychology and Aging,https://doi.org/10.1037/a0028504,12,2012,0.92,FALSE,NA
0882-7974,10.1037/pag0000812.supp,NA,2024,Supplemental Material for Postponing Old Age: Evidence for Historical Change Toward a Later Perceived Onset of Old Age,Psychology and Aging,https://doi.org/10.1037/pag0000812.supp,0,2024,0,FALSE,NA
0882-7974,10.1037/pag0000729.supp,NA,2023,Supplemental Material for Associations Between Mental Health Status and Labor Force Transitions in China: A Longitudinal Study Between Agricultural and Nonagricultural Sectors,Psychology and Aging,https://doi.org/10.1037/pag0000729.supp,0,2023,0,FALSE,NA
1939-1498,10.1037/a0024959,Haase; Seider; Shiota; Levenson,2012,Anger and sadness in response to an emotionally neutral film: Evidence for age-specific associations with well-being.,Psychology and Aging,https://doi.org/10.1037/a0024959,22,2012,1.69,FALSE,NA
1939-1498,10.1037/a0017896,Shiota; Levenson,2009,"Effects of aging on experimentally instructed detached reappraisal, positive reappraisal, and emotional behavior suppression.",Psychology and Aging,https://doi.org/10.1037/a0017896,241,2009,15.06,FALSE,NA
1939-1498,10.1037/pag0000848,Kelber; Mittelstädt; Ulrich,2025,Interplay of aging and practice in conflict processing: A big-data diffusion-model analysis.,Psychology and Aging,https://doi.org/10.1037/pag0000848,0,2024,0,FALSE,NA
0882-7974,10.1037/pag0000310.supp,NA,2019,Supplemental Material for Age-Related Differences in Prefrontal-Hippocampal Connectivity Are Associated With Reduced Spatial Context Memory,Psychology and Aging,https://doi.org/10.1037/pag0000310.supp,0,2019,0,FALSE,NA
1939-1498,10.1037/pag0000827,Nikitin; Luchetti; Alimanovic; Rupprecht; Sutin,2024,Are social interactions perceived as more meaningful in older adulthood?,Psychology and Aging,https://doi.org/10.1037/pag0000827,2,2024,2,FALSE,NA
1932-6203,10.1371/journal.pone.0000883,Lombardo; Barnes; Wheelwright; Baron-Cohen,2007,Self-Referential Cognition and Empathy in Autism,PLoS ONE,https://doi.org/10.1371/journal.pone.0000883,299,2007,1661,FALSE,TRUE
1932-6203,10.1371/journal.pone.0000424,Cavina-Pratesi; Goodale; Culham,2007,FMRI Reveals a Dissociation between Grasping and Perceiving the Size of Real 3D Objects,PLoS ONE,https://doi.org/10.1371/journal.pone.0000424,116,2007,644,FALSE,TRUE
1932-6203,10.1371/journal.pone.0000376,Drosopoulos; Windau; Wagner; Born,2007,Sleep Enforces the Temporal Order in Memory,PLoS ONE,https://doi.org/10.1371/journal.pone.0000376,36,2007,2,FALSE,TRUE
1932-6203,10.1371/journal.pone.0001223,Balas; Cox; Conwell,2007,The Effect of Real-World Personal Familiarity on the Speed of Face Information Processing,PLoS ONE,https://doi.org/10.1371/journal.pone.0001223,35,2007,194,FALSE,TRUE
1932-6203,10.1371/journal.pone.0002226,Steinbeis; Koelsch,2008,Comparing the Processing of Music and Language Meaning Using EEG and fMRI Provides Evidence for Similar and Distinct Neural Representations,PLoS ONE,https://doi.org/10.1371/journal.pone.0002226,60,2008,353,FALSE,TRUE
1932-6203,10.1371/journal.pone.0003890,Montag; Schubert; Heinz; Gallinat,2008,Prefrontal Cortex Glutamate Correlates with Mental Perspective-Taking,PLoS ONE,https://doi.org/10.1371/journal.pone.0003890,41,2008,241,FALSE,TRUE
1932-6203,10.1371/journal.pone.0001966,Azadpour; Balaban,2008,"Phonological Representations Are Unconsciously Used when Processing Complex, Non-Speech Signals",PLoS ONE,https://doi.org/10.1371/journal.pone.0001966,6,2008,35,FALSE,TRUE
1932-6203,10.1371/journal.pone.0002939,Jabbi; Bastiaansen; Keysers,2008,"A Common Anterior Insula Representation of Disgust Observation, Experience and Imagination Shows Divergent Functional Connectivity Pathways",PLoS ONE,https://doi.org/10.1371/journal.pone.0002939,223,2008,1312,FALSE,TRUE
1932-6203,10.1371/journal.pone.0007600,Salminen; May; Alku; Tiitinen,2009,A Population Rate Code of Auditory Space in the Human Cortex,PLoS ONE,https://doi.org/10.1371/journal.pone.0007600,88,2009,55,FALSE,TRUE
1932-6203,10.1371/journal.pone.0006900,Chahine; Krekelberg,2009,Cortical Contributions to Saccadic Suppression,PLoS ONE,https://doi.org/10.1371/journal.pone.0006900,12,2009,75,FALSE,TRUE
1932-6203,10.1371/journal.pone.0004557,Fujiwara,2009,Is Altruistic Behavior Associated with Major Depression Onset?,PLoS ONE,https://doi.org/10.1371/journal.pone.0004557,13,2009,81,FALSE,TRUE
1932-6203,10.1371/journal.pone.0008914,Boivin; Bangirana; Smith,2010,The Relationship between Visual-Spatial and Auditory-Verbal Working Memory Span in Senegalese and Ugandan Children,PLoS ONE,https://doi.org/10.1371/journal.pone.0008914,8,2010,53,FALSE,TRUE
1932-6203,10.1371/journal.pone.0012611,Sheng; Gheytanchi; Aziz-Zadeh,2010,Default Network Deactivations Are Correlated with Psychopathic Personality Traits,PLoS ONE,https://doi.org/10.1371/journal.pone.0012611,27,2010,18,FALSE,TRUE
1932-6203,10.1371/journal.pone.0013706,Holmes; James; Kilford; Deeprose,2010,Key Steps in Developing a Cognitive Vaccine against Traumatic Flashbacks: Visuospatial Tetris versus Verbal Pub Quiz,PLoS ONE,https://doi.org/10.1371/journal.pone.0013706,166,2010,1107,FALSE,TRUE
1932-6203,10.1371/journal.pone.0010448,Blas; Alva; Carcamo; Cabello; Goodreau; Kimball; Kurth,2010,Effect of an Online Video-Based Intervention to Increase HIV Testing in Men Who Have Sex with Men in Peru,PLoS ONE,https://doi.org/10.1371/journal.pone.0010448,69,2010,46,FALSE,TRUE
1932-6203,10.1371/journal.pone.0009727,Li; Rao; Bai; Zheng; Ren; Li; Wang; Liu; Zhang,2010,Progression of the “Psychological Typhoon Eye” and Variations Since the Wenchuan Earthquake,PLoS ONE,https://doi.org/10.1371/journal.pone.0009727,31,2010,207,FALSE,TRUE
1932-6203,10.1371/journal.pone.0052528,Tomoda; Polcari; Anderson; Teicher,2012,Reduced Visual Cortex Gray Matter Volume and Thickness in Young Adults Who Witnessed Domestic Violence during Childhood,PLoS ONE,https://doi.org/10.1371/journal.pone.0052528,141,2012,1085,FALSE,TRUE
1932-6203,10.1371/journal.pone.0036118,Ndziessi; Boyer; Kouanfack; Cohen; Marcellin; Moatti; Delaporte; Spire; Laurent; Carrieri; NA,2012,Adherence as a Predictor of Sexual Behaviors in People Living with HIV/AIDS during the First Year of Antiretroviral Therapy in Rural Cameroon: Data from Stratall ANRS 12110/ESTHER Trial,PLoS ONE,https://doi.org/10.1371/journal.pone.0036118,8,2012,62,FALSE,TRUE
1932-6203,10.1371/journal.pone.0044417,Shirreffs; Lee; Henry; Golden; Stekler,2012,"Understanding Barriers to Routine HIV Screening: Knowledge, Attitudes, and Practices of Healthcare Providers in King County, Washington",PLoS ONE,https://doi.org/10.1371/journal.pone.0044417,24,2012,185,FALSE,TRUE
1932-6203,10.1371/journal.pone.0032830,Antoniades; Buttery; FitzGerald; Barker; Carpenter; Watts,2012,Deep Brain Stimulation: Eye Movements Reveal Anomalous Effects of Electrode Placement and Stimulation,PLoS ONE,https://doi.org/10.1371/journal.pone.0032830,24,2012,185,FALSE,TRUE
1932-6203,10.1371/journal.pone.0035633,Adler; Hershfield,2012,Mixed Emotional Experience Is Associated with and Precedes Improvements in Psychological Well-Being,PLoS ONE,https://doi.org/10.1371/journal.pone.0035633,49,2012,377,FALSE,TRUE
1932-6203,10.1371/journal.pone.0081392,Ondobaka; Newman-Norlund; de Lange; Bekkering,2013,Action Recognition Depends on Observer’s Level of Action Control and Social Personality Traits,PLoS ONE,https://doi.org/10.1371/journal.pone.0081392,9,2013,75,FALSE,TRUE
1932-6203,10.1371/journal.pone.0057069,Ragazzoni; Pirulli; Veniero; Feurra; Cincotta; Giovannelli; Chiaramonti; Lino; Rossi; Miniussi,2013,"Vegetative versus Minimally Conscious States: A Study Using TMS-EEG, Sensory and Event-Related Potentials",PLoS ONE,https://doi.org/10.1371/journal.pone.0057069,98,2013,817,FALSE,TRUE
1932-6203,10.1371/journal.pone.0075434,Cui; Zhang; Takahashi,2013,The Neural Mechanism of Encountering Misjudgment by the Justice System,PLoS ONE,https://doi.org/10.1371/journal.pone.0075434,2,2013,17,FALSE,TRUE
1932-6203,10.1371/journal.pone.0065072,Lin; Ho; Lin; Yeh; Liu; Kuo; Yang; Yang,2013,On-Call Duty Effects on Sleep-State Physiological Stability in Male Medical Interns,PLoS ONE,https://doi.org/10.1371/journal.pone.0065072,20,2013,167,FALSE,TRUE
1932-6203,10.1371/journal.pone.0055351,Choudhry; Sengupta; Grizenko; Harvey; Fortier; Schmitz; Joober,2013,Body Weight and ADHD: Examining the Role of Self-Regulation,PLoS ONE,https://doi.org/10.1371/journal.pone.0055351,28,2013,233,FALSE,TRUE
1932-6203,10.1371/journal.pone.0115756,Cone; Rand,2014,Time Pressure Increases Cooperation in Competitively Framed Social Dilemmas,PLoS ONE,https://doi.org/10.1371/journal.pone.0115756,56,2014,509,FALSE,TRUE
1932-6203,10.1371/journal.pone.0101982,Qin; Liu; Zhu; Weng; Xu; Ai,2014,Health Related Quality of Life and Influencing Factors among Welders,PLoS ONE,https://doi.org/10.1371/journal.pone.0101982,16,2014,145,FALSE,TRUE
1932-6203,10.1371/journal.pone.0113196,Fu; Vaughn; Wu; Heath,2014,Psychiatric Correlates of Snuff and Chewing Tobacco Use,PLoS ONE,https://doi.org/10.1371/journal.pone.0113196,14,2014,127,FALSE,TRUE
1932-6203,10.1371/journal.pone.0103064,Shi; Ehlers; Warner,2014,The Theory of Planned Behavior as Applied to Preoperative Smoking Abstinence,PLoS ONE,https://doi.org/10.1371/journal.pone.0103064,13,2014,118,FALSE,TRUE
1932-6203,10.1371/journal.pone.0138198,R.-Tavakoli; Atyabi; Rantanen; Laukka; Nefti-Meziani; Heikkilä,2015,Predicting the Valence of a Scene from Observers’ Eye Movements,PLoS ONE,https://doi.org/10.1371/journal.pone.0138198,30,2015,3,FALSE,TRUE
1932-6203,10.1371/journal.pone.0141191,Guillon; Afzali; Rogé; Baduel; Kruck; Hadjikhani,2015,The Importance of Networking in Autism Gaze Analysis,PLoS ONE,https://doi.org/10.1371/journal.pone.0141191,22,2015,22,FALSE,TRUE
1932-6203,10.1371/journal.pone.0136750,Rennung; Göritz,2015,Facing Sorrow as a Group Unites. Facing Sorrow in a Group Divides,PLoS ONE,https://doi.org/10.1371/journal.pone.0136750,22,2015,22,FALSE,TRUE
1932-6203,10.1371/journal.pone.0177437,Zhao; Sun; Zhang; Wu; Liu; Yang; Qin,2017,Sleep spindle detection based on non-experts: A validation study,PLoS ONE,https://doi.org/10.1371/journal.pone.0177437,5,2017,63,FALSE,TRUE
